Newdate,Value,LON,LAT,PRESsfc,TMP2m_a,TMAX2m_g,TMIN2m_g,DSWRFsfc_a,DSWRFavesfc_c,DSWRFavesfc_f,DUVBsfc_c,DUVBsfc_f,Tdiff_a,RH2m_a,DPT2m_a,SPFH2m_a,QMAX2m_g,QMIN2m_g,PRATEsfc_c,APCPsfc_b,APCPsfc_e,CRAINsfc_a,CRAINavesfc_c,CRAINavesfc_f,VBetrag850,VBetrag30_0mb,VBetrag10m_a,Omega500,Omega700,Omega850,Omega900,Omega950,HPBLsfc_a,WindChill_a,VentIndex_a_1,VentIndex_a_2,VentIndex_a_3,FogStabIndex,CAPEsfc,CAPE180_0mb,CINsfc,CIN180_0mb,no4LFTXsfc,LFTXsfc,PLI30_0mb,KOindex,Sigma700,CPRATsfc_c,ACPCPsfc_b,ACPCPsfc_e,TCDCccll_a,SFEXCsfc_c,AdvT850,AdvT30_0mb,Thetae850,T850,SHTFLsfc_a,SHTFLavesfc_c,SHTFLavesfc_f,GFLUXsfc_a,GFLUXavesfc_c,GFLUXavesfc_f,TCDCclm_c,TCDCblcll_c,TCDCclm_f,TCDCblcll_f
2015-10-02 18:00:00,33.0,88,22,1007.98,298.57,298.7,297.7,0,0,0,0.0,0.0,-0.46,91.0,296.98,18.42,18.62,17.33,0,0.0,0.0,0,0,0,3.91,4.58,1.87,0.7,-10.3,0.6,6.5,10.2,129,39.67,241,591,505,15.1,950,938,-92.9,-80.9,-3.6,-3.5,-3.7,-13.83,2.178,0,0.0,0.0,0,0,0.009000000000000001,0.108,350.1,293.6,-19,-19,-17,23,23,24,100,0,74,0
2015-10-04 00:00:00,34.0,88,22,1007.26,299.38,305.7,298.0,121,52,523,0.59,8.75,-0.02,88.9,297.4,18.86,21.75,18.03,0,0.23,3.2,0,1,1,3.44,4.24,1.56,3.6,6.6,-6.3,-6.9,-4.7,125,41.81,196,530,431,18.3,775,756,-104.8,-92.6,-2.8,-2.7,-2.7,-14.85,2.261,0,0.23,3.15,21,0,0.043,0.092,350.3,293.1,-4,-15,50,-4,6,-34,100,0,61,0
2015-10-04 06:00:00,61.0,88,22,1007.74,305.82,306.4,300.7,853,877,515,16.01,8.66,1.54,69.4,299.52,21.47,23.35,20.16,0,2.48,6.9,0,1,1,1.94,1.03,0.33,-32.3,-16.4,-15.3,-13.6,-7.6,1398,58.53,461,1440,2709,40.6,2423,2041,0.0,0.0,-4.5,-5.0,-4.5,-18.43,2.452,0,2.484,6.91,74,0,0.021,0.037000000000000005,347.2,292.3,80,93,29,-65,-73,-37,100,0,74,0
2015-10-04 12:00:00,45.0,88,22,1005.64,300.11,300.6,298.2,0,0,0,0.0,0.0,-0.8,89.5,298.25,19.9,20.06,18.85,0,0.0,0.0,0,0,0,3.23,2.79,1.95,0.6,-1.7,2.3,9.2,4.7,109,41.08,213,304,352,20.0,2522,2210,-4.9,-4.3,-4.7,-5.1,-4.7,-18.89,2.422,0,0.0,0.0,0,0,0.01,-0.125,345.5,292.8,-26,-25,-18,25,24,28,100,0,69,0
2015-10-04 18:00:00,76.0,88,22,1008.35,298.15,298.5,296.9,0,0,0,0.0,0.0,-0.62,95.8,297.4,18.89,19.14,17.91,0,0.0,0.0,0,0,0,2.21,2.92,1.16,8.5,-0.5,3.6,4.7,3.2,82,42.48,95,240,182,13.7,1425,1457,-45.0,-27.2,-3.4,-3.3,-3.5,-19.17,2.432,0,0.0,0.0,0,0,0.021,0.08199999999999999,344.8,292.6,-7,-9,-4,31,30,33,100,0,71,0
2015-10-06 00:00:00,56.0,88,22,1006.51,299.22,305.6,297.9,64,27,413,0.38,7.55,-0.02,93.2,298.0,19.64,22.15,19.04,0,0.89,3.9,0,1,1,2.76,1.5,1.06,12.2,24.7,22.9,15.6,8.6,74,44.25,78,111,204,18.7,1093,1164,-42.0,-31.5,-3.6,-3.4,-3.6,-8.36,2.399,0,0.893,3.93,62,0,0.013,-0.07,349.3,291.8,-2,-3,43,-2,4,-35,82,0,59,0
2015-10-06 06:00:00,70.0,88,22,1006.59,304.41,305.2,300.1,835,859,498,15.84,8.52,0.58,77.6,300.0,22.18,23.94,20.79,0,3.7,13.9,0,1,1,1.41,1.3,1.23,-89.1,-73.7,-53.6,-40.2,-21.5,1117,49.08,1372,1453,1571,34.0,2301,1963,-1.0,0.0,-4.9,-5.3,-4.9,-12.52,2.42,0,3.697,13.89,80,0,0.004,0.014,349.4,292.2,38,58,20,-43,-51,-27,31,0,57,0
2015-10-06 12:00:00,25.0,88,22,1004.66,299.86,300.4,298.8,0,0,0,0.0,0.0,-0.77,93.8,298.8,20.57,21.17,19.73,0,0.17,0.3,0,1,1,1.44,1.97,1.05,-7.8,4.4,11.6,6.0,5.0,96,45.04,101,189,139,17.0,3322,3056,0.0,0.0,-6.3,-6.8,-6.3,-14.58,2.352,0,0.16899999999999998,0.26,21,0,0.008,-0.006,351.3,292.8,-5,-6,-2,24,22,25,90,0,40,0
2015-10-06 18:00:00,19.0,88,22,1006.29,298.46,298.7,298.1,0,0,0,0.0,0.0,-0.67,96.0,297.7,19.33,19.54,18.91,0,0.0,1.1,0,0,1,1.92,1.32,0.6,2.8,-0.1,5.2,5.7,3.3,24,46.9,14,32,46,14.4,1946,1915,-13.7,-10.2,-4.7,-4.7,-4.7,-11.79,2.373,0,0.0,1.06,0,0,0.006999999999999999,-0.006,349.5,292.5,-1,-1,-4,27,26,25,100,0,45,0
2015-10-08 00:00:00,6.0,88,22,1005.67,299.4,303.7,297.7,112,46,499,0.55,8.54,0.02,94.0,298.4,20.04,22.92,18.68,0,0.63,6.8,0,1,1,5.55,1.85,1.39,3.4,8.2,-1.7,-3.1,0.7,103,42.62,144,191,571,19.7,1307,1363,-22.0,-16.7,-3.9,-3.6,-3.8,-9.59,2.428,0,0.63,6.85,43,0,-0.019,-0.005,350.6,292.0,-2,-4,41,-4,5,-28,100,0,62,0
2015-10-08 06:00:00,18.0,88,22,1006.65,303.39,303.6,300.3,792,815,455,15.26,8.09,0.67,83.9,300.3,22.61,22.83,21.22,0,3.24,8.6,0,1,1,6.09,2.49,1.55,-51.5,-59.6,-51.8,-34.4,-15.7,952,46.34,1478,2374,5793,30.9,2935,2364,0.0,0.0,-5.5,-6.2,-5.4,-9.9,2.386,0,3.24,8.64,77,0,-0.006,-0.005,347.9,292.6,50,54,19,-37,-39,-21,100,0,98,0
2015-10-08 12:00:00,19.0,88,22,1005.2,299.83,300.2,298.4,0,0,0,0.0,0.0,-0.48,95.6,299.0,20.89,21.15,19.91,0,0.0,0.0,0,0,1,6.49,2.89,1.63,5.7,4.9,8.6,15.7,18.1,130,42.03,212,376,843,19.5,3046,2748,-1.1,-1.2,-6.2,-6.5,-6.2,-9.58,2.346,0,0.0,0.02,0,0,-0.002,-0.113,348.4,292.6,-14,-13,-13,16,16,19,100,0,88,2
2015-10-08 18:00:00,34.0,88,22,1006.33,298.21,298.4,298.1,0,0,0,0.0,0.0,-0.09,99.4,298.1,19.73,19.92,19.24,0,0.14,0.4,0,1,1,4.51,4.29,1.7,-4.1,-10.4,-6.8,2.2,7.5,138,39.95,234,592,622,14.6,1360,1292,-13.0,-10.5,-4.4,-4.4,-4.4,-6.02,2.352,0,0.13699999999999998,0.3,28,0,-0.002,-0.077,347.9,292.2,-7,-8,-3,21,21,18,84,46,95,85
2015-10-10 00:00:00,52.0,88,22,1004.55,298.67,304.8,295.4,116,47,521,0.53,8.57,-0.01,89.0,296.71,18.17,19.69,16.15,0,0.0,0.0,0,0,0,5.75,1.56,0.82,-19.3,-8.9,-27.2,-22.8,-17.5,78,45.23,64,122,448,18.4,426,418,-110.9,-99.1,-1.7,-1.7,-1.7,-13.21,2.269,0,0.0,0.0,0,0,0.107,-0.029,338.6,292.9,-2,-1,57,-7,11,-33,17,0,9,0
2015-10-10 06:00:00,73.0,88,22,1005.49,305.38,305.5,300.2,844,869,507,15.61,8.35,0.94,64.3,297.8,19.47,23.25,18.17,0,0.04,1.2,0,1,1,3.18,2.25,1.5,-7.1,-17.8,-21.0,-23.6,-15.6,1388,48.81,2082,3117,4421,41.8,1647,1258,-4.4,-9.7,-3.6,-4.2,-3.6,-20.17,2.3080000000000003,0,0.04,1.19,0,0,0.024,-0.042,341.2,292.9,75,85,28,-62,-62,-40,97,0,53,0
2015-10-10 12:00:00,70.0,88,22,1003.86,299.26,299.4,297.4,0,0,0,0.0,0.0,-1.31,83.0,296.1,17.56,18.75,16.86,0,0.0,0.0,0,0,0,4.08,1.38,1.34,-12.2,-15.3,-7.0,5.0,5.6,77,42.73,103,106,314,22.5,1325,1122,-5.0,-2.3,-3.7,-4.0,-3.7,-23.64,2.3480000000000003,0,0.0,0.0,0,0,0.014,-0.087,343.4,292.2,-11,-6,-13,29,31,31,99,0,90,0
2015-10-10 18:00:00,73.0,88,22,1006.74,297.01,297.3,294.6,0,0,0,0.0,0.0,-1.05,91.8,295.6,16.94,17.25,15.17,0,0.0,0.0,0,0,0,5.33,1.79,1.37,-14.6,6.0,36.6,24.3,5.6,35,40.07,48,63,187,15.6,802,853,-45.6,-29.5,-3.6,-3.2,-3.6,-16.15,2.214,0,0.0,0.0,0,0,0.041,-0.048,332.9,292.0,-12,-11,-10,36,37,40,100,0,78,0
2015-10-12 00:00:00,44.0,88,22,1007.1,298.23,305.6,294.6,120,48,525,0.51,8.45,-0.12,92.1,296.85,18.26,19.8,15.26,0,0.0,0.0,0,0,0,5.2,1.42,0.94,-13.4,-8.5,13.9,-6.1,-12.0,64,43.93,60,91,333,16.9,748,796,-84.5,-59.0,-3.2,-2.9,-3.2,-13.71,2.144,0,0.0,0.0,0,0,-0.044,0.018000000000000002,325.4,292.5,-3,-3,52,-7,16,-43,12,0,4,0
2015-10-12 06:00:00,100.0,88,22,1008.11,306.02,306.0,300.2,853,879,513,15.42,8.24,0.55,54.6,295.7,17.1,19.59,16.63,0,0.0,0.0,0,0,0,3.01,2.54,1.88,-4.1,3.6,-5.1,-7.3,-7.7,2119,47.95,3986,5391,6382,51.2,624,447,-3.7,-4.2,-1.0,-1.8,-1.0,-20.07,2.386,0,0.0,0.0,0,0,-0.054000000000000006,-0.103,338.6,291.5,43,46,2,-64,-66,-38,0,0,6,0
2015-10-12 18:00:00,55.0,88,22,1009.44,296.44,296.7,294.0,0,0,0,0.0,0.0,-0.83,90.5,294.8,16.1,16.19,14.83,0,0.0,0.0,0,0,0,3.45,3.77,2.0,-3.4,-2.2,20.7,8.6,-3.1,93,36.78,186,350,321,13.7,560,582,-77.0,-60.6,-1.9,-1.6,-1.9,-15.15,2.201,0,0.0,0.0,0,0,-0.025,0.005,327.4,292.1,-26,-25,-15,38,38,42,98,0,39,0
2015-10-14 00:00:00,9.0,88,22,1010.59,296.59,301.4,295.5,86,34,445,0.44,7.73,0.24,98.0,296.2,17.54,19.58,16.68,0,0.23,3.9,0,1,1,3.27,1.24,1.2,-14.7,-2.4,-9.8,-12.4,-11.2,81,40.48,97,100,265,16.1,899,1062,-17.4,-11.3,-4.0,-3.5,-4.1,-13.91,2.226,0,0.223,3.87,33,0,0.035,-0.099,341.6,289.8,8,-1,71,2,8,-28,59,58,49,45
2015-10-14 06:00:00,21.0,88,22,1011.39,301.02,301.3,296.9,818,844,488,15.09,8.0,1.09,82.5,297.8,19.29,19.77,17.56,0,1.73,6.2,0,1,1,0.79,1.78,1.64,-47.3,-39.1,-22.7,-25.2,-16.9,861,43.33,1410,1536,682,29.1,1564,1265,0.0,0.0,-4.3,-4.9,-4.3,-14.97,2.317,0,1.732,6.22,70,0,0.013,0.006999999999999999,339.8,289.9,92,108,43,-34,-39,-18,11,0,9,0
2015-10-14 12:00:00,21.0,88,22,1009.96,296.93,297.3,296.3,0,0,0,0.0,0.0,-0.75,95.7,296.2,17.5,17.91,17.05,0,0.45,1.3,0,1,1,2.04,1.25,1.18,-6.7,14.6,-11.5,-19.3,-11.7,77,40.95,91,96,157,16.4,1702,1553,0.0,0.0,-4.9,-5.2,-4.9,-16.62,2.294,0,0.454,1.27,52,0,0.022,0.053,340.6,290.0,-7,-5,-14,28,28,25,95,0,37,0
2015-10-14 18:00:00,23.0,88,22,1011.62,296.02,296.1,295.1,0,0,0,0.0,0.0,-0.46,97.3,295.5,16.82,16.96,16.12,0,0.32,2.1,0,1,1,3.87,2.79,1.57,2.6,-11.1,-5.3,-0.4,-0.1,94,38.02,148,262,364,15.7,832,895,-16.2,-10.4,-3.1,-2.7,-3.1,-14.58,2.34,0,0.317,2.05,36,0,0.006,0.206,340.4,289.7,-12,-10,-8,26,26,26,97,1,99,13
2015-10-16 00:00:00,29.0,88,22,1011.29,296.48,301.3,295.7,82,32,438,0.42,7.64,0.18,98.1,296.1,17.42,19.32,16.83,0,0.03,3.6,0,1,1,2.13,3.24,1.79,-5.5,-12.4,-14.4,-14.3,-10.7,104,37.6,187,337,222,16.2,848,1058,-21.0,-10.0,-3.1,-2.5,-3.1,-15.39,2.385,0,0.025,3.59,7,0,0.021,0.083,341.4,289.3,5,-6,55,3,8,-24,100,61,82,46
2015-10-16 06:00:00,35.0,88,22,1011.91,301.52,301.7,297.4,820,845,486,15.04,7.95,1.4,79.6,297.7,19.15,19.63,17.67,0,1.08,3.8,0,1,1,3.01,1.78,1.28,-38.8,-55.9,-43.9,-29.7,-16.1,1025,45.55,1316,1820,3085,32.2,1427,1076,0.0,0.0,-2.2,-2.8,-2.2,-11.21,2.524,0,1.0759999999999998,3.8,64,0,0.008,0.056,335.9,290.0,90,98,41,-43,-47,-23,92,0,83,0
2015-10-16 12:00:00,41.0,88,22,1010.49,297.27,297.6,295.8,0,0,0,0.0,0.0,-0.8,95.1,296.4,17.72,17.97,16.44,0,0.14,0.2,0,1,1,0.53,2.5,1.54,0.1,-23.0,-11.2,-1.3,0.8,92,39.54,142,230,49,16.1,1672,1505,-1.0,-0.6,-3.7,-4.0,-3.7,-14.75,2.425,0,0.14400000000000002,0.15,27,0,0.002,-0.061,340.0,290.2,-14,-15,-9,25,24,27,15,0,14,0
2015-10-16 18:00:00,85.0,88,22,1012.07,295.43,295.8,294.6,0,0,0,0.0,0.0,-0.67,97.1,294.9,16.18,16.49,15.68,0,0.0,0.2,0,0,1,2.28,1.49,0.87,-7.9,-0.3,-6.1,-5.9,-6.9,35,41.25,31,52,80,12.3,601,625,-32.6,-26.7,-2.0,-1.8,-2.0,-11.37,2.391,0,0.0,0.22,0,0,-0.002,-0.004,338.5,290.4,-3,-4,-3,32,31,31,100,0,78,8
2015-10-18 00:00:00,107.0,88,22,1011.9,297.63,304.1,294.0,106,40,505,0.44,8.09,-0.12,92.0,296.2,17.51,18.7,14.63,0,0.0,0.0,0,0,0,4.72,0.66,0.8,6.8,18.7,10.9,5.7,3.3,24,44.23,19,16,113,18.3,299,422,-62.6,-21.4,-1.4,-0.8,-1.3,-16.0,2.378,0,0.0,0.0,0,0,-0.021,-0.009000000000000001,333.6,291.1,-2,-1,59,-13,11,-43,0,0,2,0
2015-10-18 06:00:00,158.0,88,22,1012.72,304.52,304.6,298.6,819,846,485,14.79,7.76,0.85,62.8,296.66,17.98,19.78,16.74,0,0.01,0.0,0,1,1,2.32,2.27,1.96,25.2,4.4,7.0,12.4,9.0,1597,45.99,3125,3619,3711,44.8,1315,1063,0.0,-0.6,-3.3,-3.7,-3.3,-17.67,2.395,0,0.006999999999999999,0.04,6,0,0.02,-0.027000000000000003,334.3,290.6,68,77,23,-65,-66,-39,8,0,8,0
2015-10-18 12:00:00,49.0,88,22,1010.22,297.86,298.5,296.3,0,0,0,0.0,0.0,-1.48,87.9,295.7,16.99,17.58,16.04,0,0.0,0.0,0,0,0,3.83,2.7,1.25,-2.7,0.1,4.7,13.6,11.8,52,41.65,65,141,199,19.2,1233,990,-6.1,-3.9,-2.6,-3.1,-2.6,-15.64,2.435,0,0.0,0.0,0,0,0.07200000000000001,-0.004,334.0,291.4,-7,-10,-6,32,30,34,9,0,10,0
2015-10-18 18:00:00,73.0,88,22,1011.58,295.63,296.1,294.8,0,0,0,0.0,0.0,-1.33,91.8,294.2,15.5,15.91,14.85,0,0.0,0.0,0,0,0,6.65,2.0,0.83,6.7,4.4,5.8,7.0,6.8,24,41.81,20,48,160,14.9,244,265,-56.0,-54.0,-0.6,-0.4,-0.6,-14.81,2.42,0,0.0,0.0,0,0,-0.02,-0.025,334.2,291.3,-2,-3,-4,39,38,38,17,0,9,0
2015-10-20 00:00:00,95.0,88,22,1011.65,297.79,305.4,294.1,105,39,503,0.43,8.07,-0.25,89.4,295.9,17.18,18.22,14.42,0,0.0,0.0,0,0,0,5.35,0.95,0.82,1.6,2.9,-0.7,-4.5,-3.5,53,44.3,43,51,283,20.7,121,154,-99.0,-71.9,-0.3,0.0,-0.4,-14.72,2.436,0,0.0,0.0,0,0,0.027000000000000003,0.0,335.1,290.7,-2,-2,67,-13,11,-54,71,0,12,0
2015-10-20 06:00:00,85.0,88,22,1011.63,305.0,305.1,299.2,816,842,481,14.72,7.7,0.93,58.2,295.86,17.14,19.14,16.27,0,0.0,0.0,0,0,0,3.21,2.27,1.87,18.0,5.3,-0.2,0.9,-0.7,1856,46.84,3473,4219,5965,49.5,608,469,-2.5,-1.6,-1.1,-1.4,-1.1,-19.35,2.556,0,0.0,0.0,0,0,-0.006,-0.028,340.5,290.2,73,82,25,-65,-67,-39,1,0,3,0
2015-10-20 12:00:00,73.0,88,22,1008.56,298.77,299.3,296.7,0,0,0,0.0,0.0,-1.42,77.6,294.6,15.89,16.2,15.71,0,0.0,0.0,0,0,0,4.36,2.89,1.94,2.5,11.2,28.7,16.2,4.8,91,39.63,176,263,397,25.9,777,586,-8.9,-11.1,-0.7,-1.3,-0.8,-19.08,2.585,0,0.0,0.0,0,0,0.04,-0.068,339.1,291.1,-26,-26,-21,27,25,30,5,0,5,0
2015-10-20 18:00:00,103.0,88,22,1009.46,296.14,296.3,295.1,0,0,0,0.0,0.0,-1.07,90.1,294.4,15.73,16.05,15.42,0,0.0,0.0,0,0,0,4.65,1.7,1.04,2.1,6.2,-3.3,-11.8,-13.9,47,40.91,49,80,219,16.6,238,265,-170.2,-136.0,-0.5,-0.1,-0.5,-17.82,2.489,0,0.0,0.0,0,0,-0.033,0.038,338.5,290.8,-5,-4,-5,36,37,36,93,0,65,0
2015-10-24 00:00:00,164.0,88,22,1008.82,297.4,304.7,295.6,99,35,497,0.39,7.84,-0.21,90.3,295.7,17.0,17.56,15.64,0,0.0,0.0,0,0,0,5.18,3.54,1.65,-3.4,-3.5,-24.5,-17.6,-9.0,92,39.21,152,325,476,17.5,958,951,-68.5,-53.2,-2.3,-2.2,-2.3,-12.49,2.2840000000000003,0,0.0,0.0,0,0,0.08199999999999999,0.047,328.8,291.7,-8,-12,54,2,16,-33,0,0,3,0
2015-10-24 06:00:00,118.0,88,22,1009.98,304.92,305.0,298.6,805,832,473,14.36,7.45,0.82,55.1,294.9,16.19,17.66,15.23,0,0.0,0.0,0,0,0,1.71,2.61,2.55,27.1,0.7,6.9,8.4,2.2,1487,44.49,3796,3874,2543,48.2,342,210,-12.0,-42.0,0.3,-0.3,0.3,-13.29,2.3680000000000003,0,0.0,0.0,0,0,0.05,-0.098,332.4,291.3,76,82,17,-61,-63,-32,6,0,3,0
2015-10-24 12:00:00,48.0,88,22,1008.27,297.78,299.2,295.7,0,0,0,0.0,0.0,-1.38,75.4,293.1,14.52,15.27,12.7,0,0.0,0.0,0,0,0,1.97,5.12,2.2,-8.9,-11.1,-4.8,23.3,29.2,98,37.59,216,502,193,20.5,453,326,-50.1,-40.1,0.1,-0.4,0.1,-9.81,2.302,0,0.0,0.0,0,0,0.025,-0.036000000000000004,322.3,292.7,-35,-46,-27,37,31,42,0,0,0,0
2015-10-24 18:00:00,85.0,88,22,1009.35,295.42,296.7,293.0,0,0,0,0.0,0.0,-1.43,73.9,290.5,12.33,12.93,12.32,0,0.0,0.0,0,0,0,2.88,5.2,2.18,-2.4,9.9,-10.9,-2.5,3.4,92,35.02,201,479,265,18.2,0,0,0.0,0.0,3.3,3.6,3.3,-7.36,2.212,0,0.0,0.0,0,0,0.0,0.211,322.8,292.0,-33,-44,-22,43,39,46,0,0,0,0
2015-10-26 00:00:00,118.0,88,22,1012.41,294.05,302.8,290.6,107,37,509,0.37,7.73,-1.14,73.7,289.21,11.27,13.04,9.48,0,0.0,0.0,0,0,0,5.66,2.44,1.16,19.5,0.9,21.3,20.1,13.3,23,37.88,27,56,130,18.9,0,0,0.0,0.0,8.3,10.1,9.2,3.58,2.539,0,0.0,0.0,0,0,-0.338,0.035,310.6,290.9,-6,-7,47,2,28,-52,2,0,5,0
2015-10-26 06:00:00,146.0,88,22,1012.98,303.08,303.2,295.7,817,845,476,14.14,7.29,1.25,50.6,291.81,13.31,15.39,12.61,0,0.0,0.0,0,0,0,3.32,1.87,1.68,-16.0,-16.1,-5.8,-4.2,-4.3,1449,45.45,2437,2715,4815,48.4,0,0,0.0,0.0,5.2,5.2,5.6,-1.53,2.5540000000000003,0,0.0,0.0,0,0,-0.273,-0.05,313.5,291.0,97,106,34,-76,-81,-43,93,0,50,0
2015-10-26 12:00:00,55.0,88,22,1010.63,294.65,295.3,292.8,0,0,0,0.0,0.0,-1.89,85.9,292.2,13.64,14.33,12.17,0,0.0,0.0,0,0,0,3.14,2.12,1.04,-0.3,-3.4,8.0,24.1,21.7,47,39.21,49,100,148,15.4,0,0,0.0,0.0,3.1,2.7,3.1,-4.38,2.591,0,0.0,0.0,0,0,-0.045,-0.033,315.2,290.2,-6,-6,-7,48,47,50,2,0,2,0
2015-10-26 18:00:00,73.0,88,22,1012.04,292.34,292.7,291.2,0,0,0,0.0,0.0,-1.91,86.8,290.1,11.94,12.18,11.16,0,0.0,0.0,0,0,0,8.4,2.22,1.08,0.5,2.2,24.3,21.4,16.1,24,36.41,26,53,202,13.7,0,0,0.0,0.0,6.8,7.0,6.8,-0.67,2.689,0,0.0,0.0,0,0,-0.248,0.071,314.7,289.9,-5,-5,-5,52,51,51,6,0,8,0
2015-10-28 00:00:00,166.0,88,22,1012.19,294.36,303.0,290.5,103,35,497,0.36,7.67,-0.98,82.3,291.2,12.82,14.79,10.95,0,0.0,0.0,0,0,0,6.79,1.1,1.03,5.4,-0.5,28.5,12.3,6.2,23,38.97,24,25,156,19.1,0,0,0.0,0.0,5.2,5.9,5.5,-4.01,2.531,0,0.0,0.0,0,0,-0.224,0.006999999999999999,320.1,289.7,-4,-4,52,-8,20,-56,28,0,17,0
2015-10-28 06:00:00,116.0,88,22,1012.74,303.65,303.8,296.2,803,830,467,14.07,7.24,1.25,51.2,292.54,13.94,16.19,13.23,0,0.0,0.0,0,0,0,5.62,2.17,1.78,-13.4,-1.1,13.2,8.4,3.7,1691,45.68,3013,3675,9502,53.6,0,0,0.0,0.0,2.2,2.5,2.8,-10.96,2.553,0,0.0,0.0,0,0,-0.307,-0.07,328.3,289.4,98,106,36,-84,-88,-49,0,0,14,0
2015-10-28 12:00:00,64.0,88,22,1010.33,295.7,296.6,294.0,0,0,0,0.0,0.0,-1.83,81.6,292.4,13.84,14.45,13.14,0,0.0,0.0,0,0,0,6.18,3.33,1.45,-11.0,-1.0,13.3,20.2,14.0,57,38.2,83,190,352,20.4,0,0,0.0,0.0,0.5,0.4,0.5,-12.46,2.377,0,0.0,0.0,0,0,-0.07400000000000001,-0.032,326.8,290.4,-13,-17,-7,38,35,41,55,0,44,0
2015-10-28 18:00:00,85.0,88,22,1012.5,293.5,294.0,292.9,0,0,0,0.0,0.0,-1.77,88.5,291.5,13.07,13.29,12.47,0,0.0,0.0,0,0,0,3.72,0.45,0.92,-21.2,-5.7,-0.9,-1.7,-3.3,24,38.75,22,11,89,13.3,0,0,0.0,0.0,1.1,1.4,1.1,-10.73,2.276,0,0.0,0.0,0,0,-0.05,0.004,326.1,289.8,-3,-1,-14,43,44,37,100,0,25,0
2015-10-30 00:00:00,123.0,88,22,1012.91,295.75,301.8,295.2,90,30,334,0.33,5.71,-0.57,76.2,291.4,12.91,14.82,12.31,0,0.0,0.0,0,0,0,1.77,4.13,2.59,-13.7,-5.6,9.3,4.6,-8.1,119,34.13,308,492,210,21.5,6,41,-175.4,-68.7,-1.3,-0.2,-0.9,-1.86,1.885,0,0.0,0.0,0,0,-0.025,-0.128,330.3,289.8,-28,-40,32,2,9,-33,41,0,63,0
2015-10-30 06:00:00,92.0,88,22,1013.48,300.61,301.0,296.3,117,121,59,3.22,1.5,0.02,70.4,294.78,16.01,16.59,14.17,0,0.15,0.3,0,1,1,4.0,1.85,0.33,-111.2,30.0,-16.4,-19.4,-24.8,725,52.77,236,1343,2899,36.2,287,219,-25.3,-39.3,-0.6,-0.8,-0.6,-2.05,2.275,0,0.0,0.0,0,0,0.103,0.085,332.0,289.4,-1,-2,-10,-31,-34,-8,100,0,100,0
2015-10-30 12:00:00,75.0,88,22,1012.3,295.85,296.3,293.3,0,0,0,0.0,0.0,-0.49,86.6,293.5,14.79,14.92,14.01,0,0.0,0.0,0,0,0,3.74,3.35,1.59,-4.4,2.8,-39.9,-36.8,-21.2,103,37.77,163,345,385,20.9,132,126,-41.8,-33.3,-2.2,-2.1,-2.1,-3.19,2.096,0,0.0,0.0,0,0,0.012,-0.279,332.6,288.7,-11,-15,-5,21,20,31,99,0,64,0
2015-10-30 18:00:00,102.0,88,22,1012.99,293.29,293.4,292.6,0,0,0,0.0,0.0,-0.7,96.4,292.7,14.06,14.12,13.59,0,0.0,0.0,0,0,0,6.79,1.65,1.29,-35.7,2.5,-6.3,-13.3,-12.5,77,36.28,100,127,523,15.2,44,26,-132.7,-153.0,-1.2,-1.4,-1.22,-1.71,2.137,0,0.0,0.0,0,0,-0.05,-0.014,329.4,288.0,-7,-5,-13,36,37,33,37,0,43,0
2015-11-02 00:00:00,27.0,88,22,1012.93,294.16,301.4,294.1,20,7,319,0.12,5.61,0.33,96.6,293.6,14.87,16.28,14.86,0,0.04,0.1,0,1,1,2.41,0.97,0.8,16.6,13.2,19.1,11.1,6.6,129,40.39,103,125,311,13.1,1,140,0.0,-9.2,-1.0,0.7,0.0,-15.84,2.286,0,0.0,0.0,0,0,-0.054000000000000006,-0.012,338.0,288.8,10,6,98,9,10,-22,100,100,100,67
2015-11-02 06:00:00,39.0,88,22,1012.93,301.72,301.7,296.5,759,786,347,13.3,5.81,1.8,66.8,295.0,16.23,16.71,15.48,0,0.06,0.8,0,1,1,4.19,3.55,2.61,36.3,12.8,5.7,-2.2,-3.4,1327,40.75,3462,4715,5556,41.2,563,449,0.0,0.0,-1.1,-1.4,-1.0,-17.13,2.506,0,0.061,0.8,22,0,-0.013,-0.117,336.0,288.9,183,201,54,-64,-66,-30,18,4,43,13
2015-11-02 18:00:00,54.0,88,22,1012.98,293.82,293.9,292.7,0,0,0,0.0,0.0,-1.03,95.5,293.0,14.4,14.49,13.55,0,0.0,0.0,0,0,0,3.22,1.74,1.05,9.0,-3.5,26.3,25.0,16.8,23,38.27,24,40,74,12.7,198,233,-73.3,-51.1,0.3,0.7,0.2,-11.53,2.548,0,0.0,0.0,0,0,-0.04,-0.013,329.5,289.1,-4,-3,-7,37,38,35,19,0,3,0
2015-11-04 00:00:00,43.0,88,22,1012.23,294.89,303.2,292.2,83,26,463,0.29,7.24,-0.28,94.7,294.0,15.25,16.26,13.21,0,0.0,0.0,0,0,0,2.75,1.8,0.93,10.2,11.6,-2.8,-6.9,-5.9,70,40.26,65,126,193,14.6,56,144,-185.1,-82.4,0.9,1.8,1.1,-10.07,2.511,0,0.0,0.0,0,0,-0.006999999999999999,0.006999999999999999,329.4,289.2,-3,-3,95,-4,18,-56,0,0,5,0
