Newdate,Value,LON,LAT,PRESsfc,TMP2m_a,TMAX2m_g,TMIN2m_g,DSWRFsfc_a,DSWRFavesfc_c,DSWRFavesfc_f,DUVBsfc_c,DUVBsfc_f,Tdiff_a,RH2m_a,DPT2m_a,SPFH2m_a,QMAX2m_g,QMIN2m_g,PRATEsfc_c,APCPsfc_b,APCPsfc_e,CRAINsfc_a,CRAINavesfc_c,CRAINavesfc_f,VBetrag850,VBetrag30_0mb,VBetrag10m_a,Omega500,Omega700,Omega850,Omega900,Omega950,HPBLsfc_a,WindChill_a,VentIndex_a_1,VentIndex_a_2,VentIndex_a_3,FogStabIndex,CAPEsfc,CAPE180_0mb,CINsfc,CIN180_0mb,no4LFTXsfc,LFTXsfc,PLI30_0mb,KOindex,Sigma700,CPRATsfc_c,ACPCPsfc_b,ACPCPsfc_e,TCDCccll_a,SFEXCsfc_c,AdvT850,AdvT30_0mb,Thetae850,T850,SHTFLsfc_a,SHTFLavesfc_c,SHTFLavesfc_f,GFLUXsfc_a,GFLUXavesfc_c,GFLUXavesfc_f,TCDCclm_c,TCDCblcll_c,TCDCclm_f,TCDCblcll_f
2015-02-24 06:00:00,51.0,88,22,1012.0,306.85,307.2,301.1,880,891,576,15.34,9.12,5.18,26.3,285.1,8.62,9.15,7.98,0,0.0,0.0,0,0,0,2.63,1.82,1.83,0.4,8.5,-18.4,-21.5,-16.3,2796,49.09,5103,5094,7359,80.2,0,97,0.0,-182.3,0.1,2.4,2.6,-12.04,1.879,0,0.0,0.0,0,0,0.015,-0.051,331.0,289.2,323,315,163,-143,-158,-87,0,0,0,0
2015-02-24 12:00:00,61.0,88,22,1009.06,298.81,300.8,294.1,0,1,0,0.01,0.0,-0.79,48.6,287.2,9.95,13.71,9.03,0,0.0,0.0,0,0,0,1.99,7.05,4.43,-15.5,-2.8,26.1,14.8,1.1,261,33.35,1156,1841,520,41.1,0,0,0.0,0.0,0.9,1.6,1.2,-10.8,1.784,0,0.0,0.0,0,0,0.045,-1.375,329.8,290.4,-54,-59,-35,36,30,48,0,0,45,0
2015-02-24 18:00:00,83.0,88,22,1011.62,293.52,293.7,292.5,0,0,0,0.0,0.0,-0.45,93.1,292.3,13.79,14.06,13.33,0,0.0,0.0,0,0,0,1.35,4.11,2.58,4.1,-15.3,-19.7,-30.6,-26.4,199,31.68,513,819,269,10.2,88,127,-397.2,-355.1,-1.1,-0.6,-1.1,-10.99,1.841,0,0.0,0.0,0,0,-0.016,0.098,327.1,290.0,-18,-14,-16,52,55,47,13,0,5,0
2015-02-26 06:00:00,53.0,88,22,1008.05,308.1,308.6,301.4,888,899,582,15.61,9.3,3.39,25.5,285.62,8.98,10.58,8.51,0,0.0,0.0,0,0,0,4.53,4.16,4.05,27.7,14.3,-16.0,-18.5,-16.6,2685,44.48,10866,11178,12174,82.1,0,0,0.0,0.0,0.5,0.3,0.5,-11.35,1.803,0,0.0,0.0,0,0,0.028,-0.161,330.2,290.7,340,345,171,-124,-128,-78,0,0,0,0
2015-02-26 18:00:00,42.0,88,22,1007.46,295.13,295.6,293.0,0,0,0,0.0,0.0,-0.54,84.5,292.4,13.89,14.02,13.25,0,0.0,0.0,0,0,0,4.19,5.04,3.44,-14.0,15.1,-7.5,2.3,6.8,319,31.26,1098,1608,1337,14.3,321,340,-218.3,-200.5,-0.6,-0.4,-0.6,-7.8,1.873,0,0.0,0.0,0,0,-0.051,0.238,325.2,291.8,-30,-26,-26,44,47,44,0,0,0,0
2015-02-28 00:00:00,34.0,88,22,1007.6,293.31,307.0,291.6,44,7,464,0.08,7.28,-0.83,93.0,292.2,13.63,13.8,9.19,0,0.0,0.0,0,0,0,8.92,3.51,1.76,-19.1,7.6,-15.4,-21.2,-11.2,129,34.2,227,453,1150,9.6,196,254,-247.8,-233.1,-0.2,0.3,-0.3,-6.99,1.823,0,0.0,0.0,0,0,0.239,0.158,325.5,291.9,-12,-7,162,22,39,-56,0,0,1,0
2015-02-28 06:00:00,40.0,88,22,1009.06,307.52,308.3,302.0,886,897,580,15.68,9.34,4.64,25.6,285.24,8.73,9.78,8.19,0,0.0,0.0,0,0,0,4.36,2.17,1.92,-31.6,-17.2,-33.2,-30.7,-22.5,2690,49.48,5165,5843,11718,80.0,21,14,-48.8,-57.3,3.8,3.4,3.7,-5.04,2.09,0,0.0,0.0,0,0,0.08900000000000001,-0.08199999999999999,328.5,290.9,337,340,172,-127,-132,-82,6,0,3,0
2015-02-28 12:00:00,37.0,88,22,1006.18,299.62,301.6,295.3,0,1,0,0.01,0.0,-0.66,49.1,288.14,10.57,14.34,9.41,0,0.0,0.0,0,0,0,2.65,6.85,5.27,-18.6,24.8,-17.7,-40.6,-38.7,357,32.82,1881,2445,947,39.8,8,8,-45.2,-44.5,3.4,3.5,3.4,-6.55,2.031,0,0.0,0.0,0,0,0.031,-1.746,328.8,291.9,-58,-60,-36,34,29,44,0,0,0,0
2015-02-28 18:00:00,31.0,88,22,1010.14,294.87,295.2,293.1,0,0,0,0.0,0.0,-0.54,86.9,292.6,14.02,14.05,13.43,0,0.0,0.0,0,0,0,3.0,5.8,2.52,8.8,-12.3,-24.6,-15.4,-0.1,282,33.33,712,1636,847,13.0,219,245,-258.9,-240.5,0.8,1.1,0.8,-6.54,2.073,0,0.0,0.0,0,0,0.008,0.329,326.6,291.4,-20,-20,-21,48,49,46,0,0,0,0
2015-03-02 12:00:00,37.0,88,22,1008.34,301.1,302.5,296.1,0,1,0,0.02,0.0,-0.82,33.4,283.6,7.84,11.21,7.47,0,0.0,0.0,0,0,0,7.34,6.99,5.02,-0.2,-16.6,-129.9,-115.6,-69.2,577,34.89,2895,4031,4236,57.6,0,0,0.0,0.0,2.7,4.2,3.8,-0.92,1.793,0,0.0,0.0,0,0,-0.362,-0.643,328.8,291.7,-74,-75,-50,19,16,30,13,0,9,0
2015-03-02 18:00:00,91.0,88,22,1012.31,295.16,296.1,294.1,0,0,0,0.0,0.0,-0.51,68.3,289.1,11.2,11.48,11.12,0,0.0,0.6,0,0,1,7.32,5.73,2.03,-9.5,-6.4,19.8,28.8,5.4,200,35.25,406,1146,1464,29.0,0,0,0.0,0.0,1.9,2.6,2.3,0.36,2.099,0,0.0,0.11,0,0,-0.194,-0.208,326.6,288.6,-14,-17,-12,50,48,43,8,0,34,0
2015-03-04 00:00:00,116.0,88,22,1010.28,293.99,303.3,294.0,5,1,318,0.02,5.72,-0.13,82.8,290.97,12.65,13.4,12.31,0,1.28,2.0,0,1,1,7.76,1.52,1.27,-62.7,-25.2,73.4,66.5,27.6,85,37.19,108,130,660,19.8,0,705,0.0,-13.7,-4.0,1.2,0.9,-3.11,1.912,0,0.979,1.66,63,0,-0.054000000000000006,-0.068,339.9,289.1,-3,-2,123,18,18,-22,99,0,65,0
2015-03-04 06:00:00,83.0,88,22,1010.75,305.93,306.1,300.8,892,904,479,16.04,8.46,8.09,37.1,289.5,11.55,12.96,9.36,0,0.0,0.0,0,0,0,2.69,1.45,0.97,-7.2,-13.6,-27.5,-26.8,-21.7,2849,52.32,2764,4120,7670,70.5,455,406,-3.0,-4.0,-3.6,-3.9,-3.6,-15.59,1.929,0,0.0,0.0,0,0,-0.001,0.1,332.1,287.8,326,330,157,-157,-157,-74,2,0,56,0
2015-03-04 12:00:00,54.0,88,22,1005.78,299.74,301.0,295.8,0,1,0,0.01,0.0,-1.01,45.9,287.22,9.97,12.07,9.37,0,0.0,0.0,0,0,0,3.74,2.78,0.57,-32.8,-14.7,-130.2,-124.6,-83.2,73,48.64,42,203,273,46.2,68,73,-11.0,-9.0,1.4,1.6,1.5,-6.41,1.986,0,0.0,0.0,0,0,0.147,0.027000000000000003,331.1,290.1,-6,-9,-5,24,21,33,95,0,63,0
2015-03-04 18:00:00,58.0,88,22,1008.73,295.43,296.2,294.3,0,0,0,0.0,0.0,-1.04,74.7,290.8,12.49,12.97,10.89,0,0.19,0.6,0,1,1,3.34,3.34,1.6,14.9,-9.7,-66.2,-62.2,-29.4,80,37.24,128,267,268,24.6,324,353,-49.0,-29.0,-1.3,-0.8,-1.3,-6.72,2.047,0,0.194,0.58,25,0,0.029,0.039,330.4,288.6,-11,-13,-12,44,43,37,4,0,32,0
2015-03-06 00:00:00,140.0,88,22,1012.88,289.6,302.9,287.3,60,12,500,0.13,7.71,-1.34,47.1,278.3,5.43,6.09,4.66,0,0.0,0.0,0,0,0,4.14,2.94,1.51,16.2,-3.6,-2.8,9.5,9.3,40,31.11,60,118,166,31.3,0,0,0.0,0.0,10.5,16.4,14.8,9.24,2.301,0,0.0,0.0,0,0,-0.043,-0.027000000000000003,313.9,286.3,-10,-7,149,29,52,-56,8,0,1,0
2015-03-06 06:00:00,84.0,88,22,1014.7,303.26,304.1,297.2,930,942,616,16.28,9.75,3.79,24.6,281.0,6.54,6.93,6.1,0,0.0,0.0,0,0,0,2.43,2.3,2.35,-5.7,2.9,-0.1,-0.6,-2.6,2314,43.25,5438,5313,5625,80.1,0,0,0.0,0.0,8.1,8.8,9.0,2.52,2.376,0,0.0,0.0,0,0,-0.055,-0.04,318.3,286.1,351,354,179,-111,-117,-72,0,0,0,0
2015-03-06 12:00:00,52.0,88,22,1010.32,294.54,296.7,292.1,0,2,0,0.02,0.0,-2.5,36.2,279.0,5.72,6.36,5.51,0,0.0,0.0,0,0,0,5.41,3.17,1.23,-7.1,42.8,6.3,-3.0,-10.2,72,38.02,89,228,389,46.0,0,0,0.0,0.0,8.3,8.3,8.3,0.03,2.148,0,0.0,0.0,0,0,0.127,0.136,317.6,288.5,-7,-11,-12,67,63,65,0,0,0,0
2015-03-06 18:00:00,58.0,88,22,1013.01,291.58,292.9,288.7,0,0,0,0.0,0.0,-1.47,41.0,278.1,5.37,5.73,4.1,0,0.0,0.0,0,0,0,6.43,5.19,2.55,17.0,22.1,-87.2,-85.6,-49.7,100,29.58,255,519,643,37.8,0,0,0.0,0.0,9.4,11.0,10.0,3.89,2.096,0,0.0,0.0,0,0,0.052000000000000005,-0.14,314.4,287.8,-38,-46,-27,51,46,57,2,0,1,0
2015-03-08 00:00:00,117.0,88,22,1012.11,290.03,303.2,289.2,64,14,507,0.14,7.77,-1.44,40.6,276.6,4.82,5.83,4.37,0,0.0,0.0,0,0,0,7.85,5.22,2.46,19.9,10.9,-4.4,10.6,12.5,81,28.1,200,423,636,37.8,0,0,0.0,0.0,10.3,15.1,13.6,9.1,2.19,0,0.0,0.0,0,0,0.006,-0.003,310.4,286.6,-35,-48,138,18,27,-65,49,0,8,0
2015-03-08 06:00:00,165.0,88,22,1013.61,303.81,304.5,296.9,941,954,624,16.35,9.81,3.49,20.3,278.7,5.59,6.48,5.25,0,0.0,0.0,0,0,0,3.51,2.65,2.74,31.8,7.7,16.1,14.6,7.4,2505,42.72,6859,6631,8793,86.0,0,0,0.0,0.0,9.1,9.0,9.2,2.5,2.245,0,0.0,0.0,0,0,-0.036000000000000004,-0.045,315.2,286.8,342,349,173,-116,-120,-76,0,0,0,0
2015-03-08 12:00:00,62.0,88,22,1009.33,294.51,296.4,291.6,0,2,0,0.03,0.0,-2.76,31.2,276.9,4.92,5.58,4.82,0,0.0,0.0,0,0,0,5.71,3.06,1.38,-4.3,0.5,12.4,11.3,5.2,91,37.22,125,278,520,49.2,0,0,0.0,0.0,10.3,10.4,10.4,3.03,2.22,0,0.0,0.0,0,0,0.118,0.099,315.1,289.0,-8,-10,-10,66,64,65,0,0,0,0
2015-03-08 18:00:00,51.0,88,22,1012.78,290.7,291.5,289.0,0,0,0,0.0,0.0,-2.05,42.3,277.8,5.25,5.34,4.85,0,0.0,0.0,0,0,0,5.85,3.11,1.58,-2.9,32.2,-13.5,-33.2,-32.2,52,32.04,82,162,304,33.6,0,0,0.0,0.0,10.2,13.3,12.4,4.45,2.298,0,0.0,0.0,0,0,0.036000000000000004,0.024,316.8,288.3,-14,-17,-15,61,60,60,0,0,0,0
2015-03-10 00:00:00,262.0,88,22,1013.01,293.02,307.1,290.7,69,16,502,0.17,7.92,-1.31,52.3,283.0,7.5,8.1,6.6,0,0.0,0.0,0,0,0,7.55,2.8,1.46,-2.7,3.8,-7.3,-15.1,-8.5,23,35.19,33,64,174,29.2,0,0,0.0,0.0,2.2,7.9,6.6,2.65,1.561,0,0.0,0.0,0,0,-0.078,0.121,324.2,290.4,-9,-10,145,13,34,-70,10,0,3,0
2015-03-10 06:00:00,167.0,88,22,1014.42,307.94,308.1,300.8,921,934,610,16.47,9.88,5.3,23.8,284.5,8.27,9.63,7.6,0,0.0,0.0,0,0,0,2.55,2.09,1.49,-6.0,-19.9,0.5,2.0,1.1,2626,51.73,3907,5494,6707,84.3,0,0,0.0,0.0,1.0,1.8,2.0,-1.82,1.681,0,0.0,0.0,0,0,-0.021,-0.016,327.2,289.9,328,333,175,-139,-140,-85,100,0,92,0
2015-03-10 12:00:00,52.0,88,22,1010.54,298.09,300.3,296.5,0,3,0,0.03,0.0,-2.44,40.9,284.0,8.02,8.47,7.5,0,0.0,0.0,0,0,0,2.42,2.58,0.57,9.3,-13.9,54.4,35.3,12.6,32,46.78,18,82,77,41.4,0,0,0.0,0.0,1.5,1.5,1.5,-4.64,1.58,0,0.0,0.0,0,0,0.036000000000000004,0.125,328.4,292.1,-2,-6,-23,56,53,47,18,0,20,0
2015-03-10 18:00:00,66.0,88,22,1012.82,296.49,296.7,293.9,0,0,0,0.0,0.0,-1.02,48.0,284.9,8.53,8.58,6.33,0,0.0,0.0,0,0,0,6.57,4.2,3.15,-0.1,8.2,-22.1,-23.6,-28.3,125,33.45,394,525,821,35.3,0,0,0.0,0.0,1.4,4.6,3.4,-1.73,1.606,0,0.0,0.0,0,0,-0.23,-0.221,327.9,292.1,-48,-45,-37,30,31,37,6,0,2,0
2015-03-12 00:00:00,169.0,88,22,1013.02,294.56,307.1,293.7,74,18,514,0.19,7.94,-0.98,40.0,280.49,6.31,6.5,4.96,0,0.0,0.0,0,0,0,4.81,5.33,2.76,3.0,-0.5,-12.0,-15.5,-7.7,105,32.33,289,559,505,40.1,0,0,0.0,0.0,3.3,8.7,7.8,-1.19,1.837,0,0.0,0.0,0,0,-0.016,0.094,325.3,289.8,-37,-48,140,13,23,-57,0,0,0,0
2015-03-12 06:00:00,98.0,88,22,1015.21,307.29,308.5,300.7,948,961,632,16.48,9.89,3.74,16.7,278.7,5.57,6.03,5.1,0,0.0,0.0,0,0,0,4.87,0.71,2.35,12.7,-0.3,0.0,2.5,2.9,2623,47.77,6151,1852,12777,94.6,0,0,0.0,0.0,6.9,8.1,8.4,0.56,1.953,0,0.0,0.0,0,0,-0.047,-0.016,320.3,289.8,352,336,172,-107,-132,-73,0,0,0,0
2015-03-12 12:00:00,69.0,88,22,1011.76,298.52,300.7,293.6,0,3,0,0.03,0.01,-2.58,20.8,274.6,4.18,5.2,3.91,0,0.0,0.0,0,0,0,3.22,4.72,2.26,9.8,23.6,49.5,36.7,19.0,102,38.24,230,481,329,62.9,0,0,0.0,0.0,8.4,9.0,8.8,-0.68,1.911,0,0.0,0.0,0,0,0.022,0.13699999999999998,319.6,291.8,-35,-44,-15,55,49,67,35,0,13,0
2015-03-12 18:00:00,90.0,88,22,1013.73,294.58,294.8,291.3,0,0,0,0.0,0.0,-2.07,30.2,276.4,4.77,5.0,2.24,0,0.0,0.0,0,0,0,6.44,2.39,2.66,-4.6,-4.3,-54.8,-72.8,-58.0,88,32.6,234,210,567,46.2,0,0,0.0,0.0,8.9,10.4,9.5,0.71,1.915,0,0.0,0.0,0,0,0.066,-0.163,317.2,291.3,-51,-37,-48,48,54,51,2,0,2,0
2015-03-14 00:00:00,90.0,88,22,1012.54,294.38,308.7,292.7,79,21,517,0.22,8.15,-0.77,59.0,286.1,9.19,9.43,6.91,0,0.0,0.0,0,0,0,4.16,4.92,2.24,-26.2,22.9,3.0,13.8,15.1,84,33.68,188,414,349,24.1,0,0,0.0,0.0,3.6,4.7,3.9,0.71,1.56,0,0.0,0.0,0,0,0.024,0.069,322.7,291.7,-23,-32,156,10,25,-63,0,0,0,0
2015-03-14 06:00:00,84.0,88,22,1013.6,309.31,310.0,301.7,937,950,623,16.72,10.05,3.33,19.5,282.7,7.34,9.04,6.98,0,0.0,0.0,0,0,0,4.12,2.01,2.99,-9.9,14.0,2.8,-2.1,-3.9,3052,48.2,9138,6128,12568,90.6,0,0,0.0,0.0,2.0,2.1,2.2,-2.66,1.587,0,0.0,0.0,0,0,-0.077,-0.019,326.4,291.7,357,362,183,-116,-123,-80,0,0,0,0
2015-03-14 12:00:00,60.0,88,22,1009.61,298.4,301.5,297.1,0,3,0,0.03,0.01,-2.55,37.4,282.9,7.46,12.32,6.95,0,0.0,0.0,0,0,0,4.72,2.96,0.69,-7.1,41.2,-14.0,-33.9,-35.8,39,46.03,27,115,184,42.8,0,0,0.0,0.0,2.0,2.0,2.0,-3.9,1.422,0,0.0,0.0,0,0,0.05,0.29100000000000004,325.5,293.7,-5,-10,-41,59,54,39,0,0,0,0
2015-03-14 18:00:00,105.0,88,22,1012.58,296.48,296.9,294.5,0,0,0,0.0,0.0,-0.71,71.9,291.22,12.77,12.99,11.13,0,0.0,0.0,0,0,0,3.61,6.32,2.61,-31.9,15.6,-35.5,-18.5,-0.7,176,34.89,459,1112,636,19.9,252,299,-262.2,-214.4,-1.9,-1.3,-2.0,-7.86,1.503,0,0.0,0.0,0,0,-0.034,-0.177,329.9,292.7,-30,-30,-24,37,37,37,0,0,0,0
2015-03-16 00:00:00,59.0,88,22,1012.91,296.09,308.8,294.4,76,21,513,0.22,8.23,-0.68,63.1,288.7,10.91,11.25,8.31,0,0.0,0.0,0,0,0,4.78,4.09,2.05,-3.8,22.8,1.1,-1.9,-2.3,90,36.24,184,368,430,26.6,36,42,-392.3,-349.3,-0.2,0.0,-0.3,-7.69,1.596,0,0.0,0.0,0,0,0.068,0.225,331.2,291.4,-18,-25,166,6,21,-60,0,0,9,0
2015-03-16 06:00:00,78.0,88,22,1014.62,309.6,310.1,302.3,937,951,623,16.84,10.12,4.43,20.6,283.7,7.84,9.75,7.31,0,0.0,0.0,0,0,0,1.33,1.12,1.91,-7.8,-3.4,-4.8,-4.1,-4.1,3323,51.83,6360,3705,4403,88.9,20,15,-26.0,-29.9,-0.2,-0.4,-0.2,-3.98,1.569,0,0.0,0.0,0,0,0.004,-0.019,327.5,291.4,365,354,189,-116,-132,-77,0,0,1,0
2015-03-16 12:00:00,38.0,88,22,1010.49,299.51,301.9,297.1,0,3,1,0.04,0.01,-2.16,37.8,284.1,8.06,9.62,7.69,0,0.0,0.0,0,0,0,1.78,2.04,0.64,6.9,19.2,-29.1,-46.4,-43.5,34,47.74,22,69,60,45.1,0,0,0.0,0.0,-0.1,1.2,1.1,-5.74,1.517,0,0.0,0.0,0,0,-0.011,0.188,331.7,292.8,-7,-12,-10,53,48,51,0,0,17,0
2015-03-16 18:00:00,52.0,88,22,1013.78,298.26,298.7,294.5,0,0,0,0.0,0.0,-1.08,47.0,286.2,9.29,9.69,6.72,0,0.0,0.0,0,0,0,1.97,3.66,2.99,-31.3,-8.2,-105.9,-100.1,-66.2,122,35.84,365,447,240,37.5,10,79,-181.9,-41.3,-1.6,0.0,-0.8,-8.7,1.505,0,0.0,0.0,0,0,-0.031,-0.183,333.7,292.1,-47,-44,-30,26,28,37,44,0,28,0
2015-03-18 00:00:00,52.0,88,22,1008.19,296.4,308.9,293.2,85,26,519,0.28,8.45,-0.73,58.2,287.8,10.31,10.83,9.24,0,0.0,0.0,0,0,0,2.23,2.23,1.11,-50.5,26.2,23.3,5.9,-1.9,23,40.78,26,51,51,30.0,0,87,0.0,-87.6,1.4,6.3,5.4,-3.87,2.124,0,0.0,0.0,0,0,-0.009000000000000001,0.006,334.8,290.6,-4,-4,174,-2,24,-76,1,0,30,0
2015-03-18 06:00:00,93.0,88,22,1009.78,309.36,309.5,303.9,934,947,524,17.14,9.05,3.18,25.6,286.7,9.65,9.77,8.06,0,0.0,0.0,0,0,0,5.78,2.8,3.89,-21.2,11.2,9.2,4.6,-0.8,3474,46.19,13531,9731,20097,84.2,127,245,-6.7,-15.9,-1.4,-0.8,-0.7,-8.6,1.712,0,0.0,0.0,0,0,-0.14,-0.061,335.9,291.4,409,417,163,-101,-105,-63,0,0,30,0
2015-03-18 12:00:00,53.0,88,22,1007.44,301.11,303.0,296.9,0,4,1,0.04,0.01,-1.65,32.7,283.4,7.7,8.12,7.42,0,0.01,0.0,0,1,0,5.13,3.95,2.1,14.5,48.8,-53.3,-53.3,-39.2,100,41.67,210,395,513,54.3,0,232,0.0,-16.5,-1.0,1.8,1.7,-4.88,1.574,0,0.006999999999999999,0.0,5,0,-0.056,-0.075,335.3,293.0,-29,-32,-29,33,30,38,8,0,4,0
2015-03-18 18:00:00,61.0,88,22,1010.19,296.48,297.6,294.9,0,0,0,0.0,0.0,-1.41,41.1,282.6,7.32,7.9,7.22,0,0.0,0.0,0,0,0,0.83,4.42,1.61,-29.1,40.2,4.1,-2.9,-7.7,68,38.38,109,301,56,39.9,0,74,0.0,-18.0,1.8,7.5,6.6,-3.04,1.995,0,0.0,0.0,0,0,0.0,0.271,332.1,290.6,-14,-20,-17,48,45,45,2,0,1,0
2015-03-20 00:00:00,143.0,88,22,1010.43,295.98,307.3,295.1,91,28,528,0.3,8.45,-0.41,48.6,284.67,8.39,9.49,7.79,0,0.0,0.0,0,0,0,2.67,5.43,2.76,0.3,3.8,-17.8,-23.9,-22.4,135,33.9,373,733,360,37.6,0,25,0.0,-219.4,1.2,8.2,6.9,-5.55,2.06,0,0.0,0.0,0,0,-0.024,-0.203,331.4,289.2,-23,-40,191,4,13,-57,0,0,0,0
2015-03-20 06:00:00,71.0,88,22,1012.39,307.71,308.4,303.1,953,967,636,17.15,10.32,3.66,24.1,284.44,8.27,9.0,6.59,0,0.0,0.0,0,0,0,1.99,2.44,2.72,-4.0,-2.4,-14.4,-15.4,-12.8,3272,47.12,8916,8000,6508,83.0,18,0,-5.5,0.0,2.2,1.9,2.2,-10.26,1.983,0,0.0,0.0,0,0,-0.052000000000000005,-0.052000000000000005,327.9,290.0,420,427,217,-96,-100,-64,0,0,1,0
2015-03-20 18:00:00,97.0,88,22,1011.4,293.44,294.1,292.3,0,0,0,0.0,0.0,-2.05,42.3,280.3,6.24,6.43,4.81,0,0.0,0.0,0,0,0,4.28,1.37,0.38,-25.9,51.5,2.4,-3.5,-14.8,29,43.96,11,40,124,33.4,0,0,0.0,0.0,8.6,12.5,11.7,4.77,2.18,0,0.0,0.0,0,0,-0.031,0.047,318.0,291.0,-2,-2,-14,71,72,63,0,0,0,0
2015-03-22 00:00:00,107.0,88,22,1010.49,294.9,309.2,291.7,106,35,555,0.35,8.68,-0.54,70.0,289.3,11.31,12.31,5.05,0,0.0,0.0,0,0,0,4.22,3.93,1.77,16.9,23.9,15.1,22.1,21.6,69,35.93,122,271,291,21.0,0,0,0.0,0.0,2.7,3.4,2.8,-2.68,1.989,0,0.0,0.0,0,0,0.052000000000000005,0.185,318.7,291.1,-12,-17,186,5,28,-67,0,0,0,0
2015-03-22 06:00:00,140.0,88,22,1010.28,309.6,310.3,303.1,983,998,657,17.31,10.42,3.34,13.6,277.6,5.2,5.74,4.88,0,0.0,0.0,0,0,0,3.82,3.7,3.07,-10.0,-1.4,9.2,5.0,1.1,2937,48.34,9011,10855,11219,101.4,0,0,0.0,0.0,7.8,8.1,8.3,-0.13,1.901,0,0.0,0.0,0,0,-0.05,-0.049,321.2,291.9,401,411,204,-111,-113,-76,0,0,0,0
2015-03-22 12:00:00,57.0,88,22,1006.59,299.87,303.2,295.1,0,5,1,0.05,0.01,-2.15,22.9,277.0,5.01,7.11,4.88,0,0.0,0.0,0,0,0,3.63,5.37,2.41,14.9,20.6,15.2,-7.2,-17.8,102,39.25,246,547,370,60.1,0,0,0.0,0.0,6.4,7.2,6.81,-3.83,1.6469999999999998,0,0.0,0.0,0,0,-0.044,0.406,322.1,293.6,-46,-62,-25,49,37,59,0,0,0,0
2015-03-24 18:00:00,34.0,88,22,1008.22,296.57,297.0,295.2,0,0,0,0.0,0.0,-0.61,73.0,291.5,13.09,15.29,12.41,0,0.0,0.0,0,0,0,2.36,5.34,2.29,0.2,-8.7,-20.2,-4.9,7.8,205,35.96,469,1094,484,17.7,514,619,-291.2,-239.5,-1.1,-0.4,-1.1,-6.21,1.5930000000000002,0,0.0,0.0,0,0,0.015,-0.006,329.1,293.4,-23,-22,-22,48,49,44,0,0,0,0
2015-03-26 00:00:00,54.0,88,22,1012.32,297.32,309.1,295.6,105,38,539,0.41,8.88,0.09,89.1,295.4,16.63,16.76,11.55,0,0.0,0.0,0,0,0,5.96,5.16,2.59,6.6,-13.7,-41.4,-36.3,-16.3,207,35.89,535,1068,1234,19.3,2040,2154,-64.3,-53.4,-6.2,-5.7,-6.3,-15.06,1.68,0,0.0,0.0,0,0,0.104,0.189,329.1,291.1,1,-19,234,-4,9,-61,5,0,1,0
2015-03-26 06:00:00,47.0,88,22,1013.29,308.29,309.4,304.4,537,546,469,11.26,8.26,1.73,30.5,288.6,10.83,11.25,10.57,0,0.0,0.0,0,0,0,5.23,3.87,3.73,-13.2,-22.1,-40.2,-33.3,-21.7,2983,45.34,11121,11556,15598,76.1,779,657,-1.7,-3.8,-2.3,-2.6,-2.3,-13.65,1.788,0,0.0,0.0,0,0,-0.086,-0.168,336.0,291.3,216,227,163,-75,-79,-58,79,0,42,0
2015-03-26 12:00:00,49.0,88,22,1010.7,301.45,303.8,297.5,0,6,1,0.07,0.01,-0.55,47.2,289.2,11.31,16.0,10.84,0,0.0,0.0,0,0,0,4.05,6.87,4.21,11.7,83.2,2.4,-10.0,-6.3,520,36.72,2191,3573,2103,46.1,71,132,-77.9,-63.9,-0.5,-0.2,-0.3,-12.22,1.873,0,0.0,0.0,0,0,-0.131,-1.021,333.5,291.7,-54,-56,-38,25,19,34,0,0,0,0
2015-03-26 18:00:00,38.0,88,22,1013.59,296.75,297.0,295.4,0,0,0,0.0,0.0,-0.48,90.7,295.1,16.34,16.63,16.02,0,0.0,0.0,0,0,0,6.57,3.27,2.06,2.8,-8.7,-28.2,-5.9,6.4,159,36.93,327,519,1044,17.6,1995,2060,-88.9,-75.6,-4.9,-4.5,-4.9,-11.96,1.852,0,0.0,0.0,0,0,0.062,0.045,331.4,291.3,-18,-14,-16,43,45,41,0,0,0,0
2015-03-28 00:00:00,58.0,88,22,1012.66,297.26,309.7,295.6,107,40,542,0.43,8.99,0.2,92.5,296.0,17.2,17.25,11.08,0,0.0,0.0,0,0,0,5.74,4.63,2.43,-18.6,-9.0,-2.8,-6.5,-5.2,193,36.29,469,894,1107,17.2,2226,2402,-71.0,-56.0,-5.5,-5.1,-5.6,-13.0,1.839,0,0.0,0.0,0,0,-0.023,0.21,330.3,291.4,6,-10,237,-2,11,-59,6,6,2,1
2015-03-28 06:00:00,47.0,88,22,1012.72,309.54,309.5,304.3,946,961,425,17.63,7.77,3.26,29.5,289.2,11.24,11.29,10.49,0,0.02,0.0,0,1,1,3.59,4.17,3.82,-5.0,-21.6,-37.1,-30.7,-20.7,3059,46.56,11676,12744,10970,79.4,538,685,-4.7,-13.0,-1.9,-1.5,-1.2,-11.16,1.899,0,0.022,0.02,0,0,-0.069,-0.31,339.1,291.1,466,472,146,-98,-100,-52,14,0,65,0
